Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
GOODWOOD RESIDENCE,"7,150,000","2,927.81","2,442",Apr-21,BUKIT TIMAH ROAD,Resale,Strata,272,"26,287",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
ONE JERVOIS,"1,860,000",990.29,"1,878",Apr-21,JERVOIS CLOSE,Resale,Strata,92,"20,217",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE LEVELZ,"1,310,000",785.77,"1,667",Apr-21,FARRER ROAD,Resale,Strata,73,"17,945",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
D'LEEDON,"2,880,000","1,797.59","1,602",Apr-21,LEEDON HEIGHTS,Resale,Strata,167,"17,246",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,16 to 20
RIVERGATE,"3,900,000","1,560.78","2,499",Apr-21,ROBERTSON QUAY,Resale,Strata,145,"26,897",-,Apartment,1,Freehold,09,Core Central Region,36 to 40
TRIBECA,"2,180,000","1,033.34","2,110",Apr-21,KIM SENG ROAD,Resale,Strata,96,"22,708",-,Condominium,1,Freehold,09,Core Central Region,21 to 25
THE TRIZON,"2,050,000","1,194.8","1,716",Apr-21,RIDGEWOOD CLOSE,Resale,Strata,111,"18,468",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
NOUVEL 18,"5,316,000","1,679.18","3,166",Apr-21,ANDERSON ROAD,Resale,Strata,156,"34,077",-,Condominium,1,Freehold,10,Core Central Region,26 to 30
VIVACE,"1,150,000",570.49,"2,016",Apr-21,TONG WATT ROAD,Resale,Strata,53,"21,698",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,104,000",398.27,"2,772",Apr-21,IRWELL HILL,New Sale,Strata,37,"29,838",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,21 to 25
LEONIE PARC VIEW,"4,500,000","2,012.87","2,236",Apr-21,LEONIE HILL ROAD,Resale,Strata,187,"24,064",-,Apartment,1,Freehold,09,Core Central Region,16 to 20
WILSHIRE RESIDENCES,"1,756,450",731.95,"2,400",Apr-21,FARRER ROAD,New Sale,Strata,68,"25,830",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
URBAN RESORT CONDOMINIUM,"4,800,000","2,120.51","2,264",Apr-21,CAIRNHILL ROAD,Resale,Strata,197,"24,365",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
CLIFTEN,"2,100,000","1,184.04","1,774",Apr-21,EWE BOON ROAD,Resale,Strata,110,"19,091",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,788,000",678.13,"2,637",Apr-21,IRWELL HILL,New Sale,Strata,63,"28,381",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,16 to 20
8 SAINT THOMAS,"4,650,000","1,689.95","2,752",Apr-21,ST. THOMAS WALK,Resale,Strata,157,"29,618",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
RIVERGATE,"2,420,000","1,044.11","2,318",Apr-21,ROBERTSON QUAY,Resale,Strata,97,"24,948",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
1919,"2,050,000","1,302.44","1,574",Apr-21,SOPHIA ROAD,Resale,Strata,121,"16,942",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
BOTANIC GARDENS VIEW,"3,335,000","1,410.08","2,365",Apr-21,TAMAN SERASI,Resale,Strata,131,"25,458",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
RESIDENTIAL APARTMENTS,"6,800,000","3,875.04","1,755",Apr-21,GRANGE ROAD,Resale,Strata,360,"18,889",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
THE TRIZON,"1,850,000","1,044.11","1,772",Apr-21,RIDGEWOOD CLOSE,Resale,Strata,97,"19,072",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
EMILY RESIDENCE,"1,850,000","1,625.36","1,138",Apr-21,MOUNT EMILY ROAD,Resale,Strata,151,"12,252",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
FOURTH AVENUE RESIDENCES,"1,198,000",505.91,"2,368",Apr-21,FOURTH AVENUE,New Sale,Strata,47,"25,489",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,01 to 05
ASPEN HEIGHTS,"2,968,000","1,582.31","1,876",Apr-21,RIVER VALLEY ROAD,Resale,Strata,147,"20,190",-,Condominium,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
WILSHIRE RESIDENCES,"1,549,750",645.84,"2,400",Apr-21,FARRER ROAD,New Sale,Strata,60,"25,829",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
WILSHIRE RESIDENCES,"1,549,750",645.84,"2,400",Apr-21,FARRER ROAD,New Sale,Strata,60,"25,829",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
LEEDON GREEN,"1,485,000",538.2,"2,759",Apr-21,LEEDON HEIGHTS,New Sale,Strata,50,"29,700",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
MARTIN NO 38,"2,690,000","1,130.22","2,380",Apr-21,MARTIN ROAD,Resale,Strata,105,"25,619",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,233,000",452.09,"2,727",Apr-21,IRWELL HILL,New Sale,Strata,42,"29,357",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
THE AVENIR,"4,813,000","1,528.49","3,149",Apr-21,RIVER VALLEY CLOSE,New Sale,Strata,142,"33,894",-,Condominium,1,Freehold,09,Core Central Region,21 to 25
PARVIS,"3,300,000","1,700.71","1,940",Apr-21,HOLLAND HILL,Resale,Strata,158,"20,886",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
ST MARTIN RESIDENCE,"2,900,000","1,227.1","2,363",Apr-21,ST. MARTIN'S DRIVE,Resale,Strata,114,"25,439",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
SPRING GROVE,"1,560,000","1,011.82","1,542",Apr-21,GRANGE ROAD,Resale,Strata,94,"16,596",-,Condominium,1,99 yrs lease commencing from 1991,10,Core Central Region,01 to 05
SOMMERVILLE PARK,"2,390,000","1,302.44","1,835",Apr-21,FARRER DRIVE,Resale,Strata,121,"19,752",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
SOMMERVILLE PARK,"2,400,000","1,302.44","1,843",Apr-21,FARRER DRIVE,Resale,Strata,121,"19,835",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
BALMORAL 8,"3,700,000","1,840.64","2,010",Apr-21,BALMORAL ROAD,Resale,Strata,171,"21,637",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
THE BOUTIQ,"1,190,000",581.26,"2,047",Apr-21,KILLINEY ROAD,Resale,Strata,54,"22,037",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
CUSCADEN RESIDENCES,"3,490,000","1,485.43","2,349",Apr-21,CUSCADEN ROAD,Resale,Strata,138,"25,290",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
ST REGIS RESIDENCES SINGAPORE,"5,200,000","2,152.8","2,415",Apr-21,TANGLIN ROAD,Resale,Strata,200,"26,000",-,Apartment,1,999 yrs lease commencing from 1995,10,Core Central Region,11 to 15
8 RODYK,"1,590,000",721.19,"2,205",Apr-21,RODYK STREET,Resale,Strata,67,"23,731",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
WATERMARK ROBERTSON QUAY,"2,800,000","1,582.31","1,770",Apr-21,RODYK STREET,Resale,Strata,147,"19,048",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE SIENA,"1,490,000",904.18,"1,648",Apr-21,TAN KIM CHENG ROAD,Resale,Strata,84,"17,738",-,Apartment,1,99 yrs lease commencing from 2013,10,Core Central Region,01 to 05
FOURTH AVENUE RESIDENCES,"1,148,000",505.91,"2,269",Apr-21,FOURTH AVENUE,New Sale,Strata,47,"24,426",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,01 to 05
FOURTH AVENUE RESIDENCES,"2,078,000",947.23,"2,194",Apr-21,FOURTH AVENUE,New Sale,Strata,88,"23,614",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"3,128,000","1,270.15","2,463",Apr-21,IRWELL HILL,New Sale,Strata,118,"26,508",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
ONE HOLLAND VILLAGE RESIDENCES,"1,908,000",796.54,"2,395",Apr-21,HOLLAND VILLAGE WAY,New Sale,Strata,74,"25,784",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,01 to 05
FOURTH AVENUE RESIDENCES,"1,738,000",710.42,"2,446",Apr-21,FOURTH AVENUE,New Sale,Strata,66,"26,333",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,594,000",624.31,"2,553",Apr-21,IRWELL HILL,New Sale,Strata,58,"27,483",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,096,000",398.27,"2,752",Apr-21,IRWELL HILL,New Sale,Strata,37,"29,622",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,16 to 20
ROYALGREEN,"2,900,000","1,065.64","2,721",Apr-21,ANAMALAI AVENUE,New Sale,Strata,99,"29,293",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
RV ALTITUDE,"1,720,000",635.08,"2,708",Apr-21,RIVER VALLEY ROAD,New Sale,Strata,59,"29,153",-,Apartment,1,Freehold,09,Core Central Region,16 to 20
LEEDON GREEN,"3,620,000","1,356.26","2,669",Apr-21,LEEDON HEIGHTS,New Sale,Strata,126,"28,730",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
JUNIPER HILL,"1,933,000",721.19,"2,680",Apr-21,EWE BOON ROAD,New Sale,Strata,67,"28,851",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
JUNIPER HILL,"5,080,000","1,883.7","2,697",Apr-21,EWE BOON ROAD,New Sale,Strata,175,"29,029",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,838,000",667.37,"2,754",Apr-21,IRWELL HILL,New Sale,Strata,62,"29,645",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,16 to 20
IRWELL HILL RESIDENCES,"1,628,000",602.78,"2,701",Apr-21,IRWELL HILL,New Sale,Strata,56,"29,071",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,16 to 20
FOURTH AVENUE RESIDENCES,"1,488,000",645.84,"2,304",Apr-21,FOURTH AVENUE,New Sale,Strata,60,"24,800",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,01 to 05
ROYALGREEN,"3,975,000","1,431.61","2,777",Apr-21,ANAMALAI AVENUE,New Sale,Strata,133,"29,887",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
TANGLIN PARK,"2,038,000","1,022.58","1,993",Apr-21,RIDLEY PARK,Resale,Strata,95,"21,453",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
WILSHIRE RESIDENCES,"1,756,068",731.95,"2,399",Apr-21,FARRER ROAD,New Sale,Strata,68,"25,825",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
SPRING GROVE,"1,880,000","1,388.56","1,354",Apr-21,GRANGE ROAD,Resale,Strata,129,"14,574",-,Condominium,1,99 yrs lease commencing from 1991,10,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,782,000",678.13,"2,628",Apr-21,IRWELL HILL,New Sale,Strata,63,"28,286",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,16 to 20
THE LEVELZ,"1,290,000",785.77,"1,642",Apr-21,FARRER ROAD,Resale,Strata,73,"17,671",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
VISIONCREST,"1,400,000",699.66,"2,001",Apr-21,OXLEY RISE,Resale,Strata,65,"21,538",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
D'GROVE VILLAS,"5,780,000","2,701.76","2,139",Apr-21,ORANGE GROVE ROAD,Resale,Strata,251,"23,028",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
D'LEEDON,"1,800,000","1,033.34","1,742",Apr-21,LEEDON HEIGHTS,Resale,Strata,96,"18,750",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,16 to 20
ROBERTSON 100,"2,245,000","1,173.28","1,913",Apr-21,ROBERTSON QUAY,Resale,Strata,109,"20,596",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ORCHARD COURT,"2,280,000","1,442.38","1,581",Apr-21,OXLEY ROAD,Resale,Strata,134,"17,015",-,Apartment,1,993 yrs lease commencing from 1973,09,Core Central Region,01 to 05
SPRING GROVE,"2,300,000","1,388.56","1,656",Apr-21,GRANGE ROAD,Resale,Strata,129,"17,829",-,Condominium,1,99 yrs lease commencing from 1991,10,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,758,000",678.13,"2,592",Apr-21,IRWELL HILL,New Sale,Strata,63,"27,905",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
ARDMORE PARK,"9,000,000","2,884.75","3,120",Apr-21,ARDMORE PARK,Resale,Strata,268,"33,582",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
PATERSON SUITES,"5,380,000","2,163.56","2,487",Apr-21,PATERSON ROAD,Resale,Strata,201,"26,766",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
RV RESIDENCES,"1,460,000",678.13,"2,153",Apr-21,RIVER VALLEY ROAD,Resale,Strata,63,"23,175",-,Condominium,1,999 yrs lease commencing from 1877,10,Core Central Region,01 to 05
THE COSMOPOLITAN,"3,105,000","1,323.97","2,345",Apr-21,KIM SENG ROAD,Resale,Strata,123,"25,244",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
ONE OXLEY RISE,"1,365,000",785.77,"1,737",Apr-21,OXLEY RISE,Resale,Strata,73,"18,699",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
NOMU,"1,360,000",602.78,"2,256",Apr-21,HANDY ROAD,Resale,Strata,56,"24,286",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
MARTIN MODERN,"4,150,000","1,399.32","2,966",Apr-21,MARTIN PLACE,Sub Sale,Strata,130,"31,923",-,Condominium,1,99 yrs lease commencing from 2016,09,Core Central Region,26 to 30
BELLE VUE RESIDENCES,"4,500,000","2,271.2","1,981",Apr-21,OXLEY WALK,Resale,Strata,211,"21,327",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
ORANGE GROVE RESIDENCES,"4,600,000","2,389.61","1,925",Apr-21,ORANGE GROVE ROAD,Resale,Strata,222,"20,721",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
ST THOMAS SUITES,"5,050,000","2,604.89","1,939",Apr-21,ST. THOMAS WALK,Resale,Strata,242,"20,868",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
LEEDON GREEN,"1,543,000",538.2,"2,867",Apr-21,LEEDON HEIGHTS,New Sale,Strata,50,"30,860",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
REGENCY PARK,"6,100,000","3,175.38","1,921",Apr-21,NATHAN ROAD,Resale,Strata,295,"20,678",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
ASPEN LINQ,"765,000",409.03,"1,870",Apr-21,INSTITUTION HILL,Resale,Strata,38,"20,132",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
SEVEN HOLT ROAD,"3,088,000","1,872.94","1,649",Apr-21,HOLT ROAD,Resale,Strata,174,"17,747",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
LUTHERAN TOWERS,"1,820,000","1,915.99",950,Apr-21,TAN KIM CHENG ROAD,Resale,Strata,178,"10,225",-,Apartment,1,103 yrs lease commencing from 1974,10,Core Central Region,06 to 10
THE FORD @ HOLLAND,"1,135,000",559.73,"2,028",Apr-21,FORD AVENUE,Resale,Strata,52,"21,827",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
VILLA AZURA,"2,148,000","1,248.62","1,720",Apr-21,CHERRY AVENUE,Resale,Strata,116,"18,517",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
REGENCY PARK,"7,400,000","3,649","2,028",Apr-21,NATHAN ROAD,Resale,Strata,339,"21,829",-,Condominium,1,Freehold,10,Core Central Region,21 to 25
THE TRIZON,"3,450,000","2,174.33","1,587",Apr-21,RIDGEWOOD CLOSE,Resale,Strata,202,"17,079",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"4,583,000","1,539.25","2,977",Apr-21,IRWELL HILL,New Sale,Strata,143,"32,049",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,31 to 35
GARDEN APARTMENTS,"4,600,000","2,475.72","1,858",Apr-21,ORANGE GROVE ROAD,Resale,Strata,230,"20,000",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
LEEDON 2,"1,880,000","1,108.69","1,696",Apr-21,LEEDON ROAD,Resale,Strata,103,"18,252",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
ARDMORE PARK,"9,300,000","2,884.75","3,224",Apr-21,ARDMORE PARK,Resale,Strata,268,"34,701",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
LOFT @ STEVENS,"900,000",581.26,"1,548",Apr-21,STEVENS ROAD,Resale,Strata,54,"16,667",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
THE COSMOPOLITAN,"4,028,000","1,679.18","2,399",Apr-21,KIM SENG ROAD,Resale,Strata,156,"25,821",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
UE SQUARE,"1,930,000","1,054.87","1,830",Apr-21,RIVER VALLEY ROAD,Resale,Strata,98,"19,694",-,Apartment,1,929 yrs lease commencing from 1953,09,Core Central Region,11 to 15
LEONIE PARC VIEW,"4,500,000","2,012.87","2,236",Apr-21,LEONIE HILL ROAD,Resale,Strata,187,"24,064",-,Apartment,1,Freehold,09,Core Central Region,21 to 25
LEEDON RESIDENCE,"13,800,000","7,007.36","1,969",Apr-21,LEEDON HEIGHTS,Resale,Strata,651,"21,198",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
ATTITUDE AT KIM YAM,"730,000",333.68,"2,188",Apr-21,KIM YAM ROAD,Resale,Strata,31,"23,548",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
MARTIN MODERN,"3,860,000","1,420.85","2,717",Apr-21,MARTIN PLACE,New Sale,Strata,132,"29,242",-,Condominium,1,99 yrs lease commencing from 2016,09,Core Central Region,21 to 25
RESIDENTIAL APARTMENTS,"1,338,000","1,011.82","1,322",Apr-21,HOOT KIAM ROAD,Resale,Strata,94,"14,234",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,746,000",678.13,"2,575",Apr-21,IRWELL HILL,New Sale,Strata,63,"27,714",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
CAIRNHILL ASTORIA,"2,650,000","1,410.08","1,879",Apr-21,CAIRNHILL RISE,Resale,Strata,131,"20,229",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ORCHARD SCOTTS,"3,430,000","2,228.15","1,539",Apr-21,ANTHONY ROAD,Resale,Strata,207,"16,570",-,Condominium,1,99 yrs lease commencing from 2001,09,Core Central Region,06 to 10
KOPAR AT NEWTON,"1,581,000",688.9,"2,295",Apr-21,MAKEWAY AVENUE,New Sale,Strata,64,"24,703",-,Apartment,1,99 yrs lease commencing from 2019,09,Core Central Region,01 to 05
WATERFALL GARDENS,"3,950,000","2,195.86","1,799",Apr-21,FARRER ROAD,Resale,Strata,204,"19,363",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
PARVIS,"4,050,000","2,012.87","2,012",Apr-21,HOLLAND HILL,Resale,Strata,187,"21,658",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE PATERSON EDGE,"2,750,000","1,280.92","2,147",Apr-21,PATERSON ROAD,Resale,Strata,119,"23,109",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
CLIFTEN,"1,900,000","1,065.64","1,783",Apr-21,EWE BOON ROAD,Resale,Strata,99,"19,192",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
ILLUMINAIRE ON DEVONSHIRE,"1,550,000",721.19,"2,149",Apr-21,DEVONSHIRE ROAD,Resale,Strata,67,"23,134",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
DUET,"2,650,000","1,743.77","1,520",Apr-21,HOLLAND ROAD,Resale,Strata,162,"16,358",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
ORCHARD TOWERS,"2,600,000","1,969.81","1,320",Apr-21,CLAYMORE DRIVE,Resale,Strata,183,"14,208",-,Apartment,1,Freehold,09,Core Central Region,16 to 20
